text,aspect,label,model_name
"Apple Support suggested and helped for 2 days, with hours spent trying over over to erase, then Reinstall Big Sur software, but 2 hours loading for each of dozens of tries, then An error occurred preparing this update.",software,Negative,Apple MacBook AIR Apple M1
This software is not ready for primetime.,software,Negative,Apple MacBook AIR Apple M1
"Nice color of screen, runs fast, battery life great",battery,Positive,Apple MacBook AIR Apple M1
I highly recommend to anyone looking for quality and durability.,durability,Positive,Apple MacBook AIR Apple M1
Battery life is amazing Also appreciated the Amazon discount.,battery,Positive,Apple MacBook AIR Apple M1
LONG battery life.,battery,Positive,Apple MacBook AIR Apple M1
I use it for work all day long for zoom call meetings and the camera never fails.,camera,Positive,Apple MacBook AIR Apple M1
very awesome laptop for its price for an apple device,price,Positive,Apple MacBook AIR Apple M1
Battery life is excellent.,battery,Positive,Apple MacBook AIR Apple M1
Outstanding battery life.,battery,Positive,Apple MacBook AIR Apple M1
"Excellent product, no fan no sound at all.",sound,Positive,Apple MacBook AIR Apple M1
The battery life is amazing and the speaker are good too,battery,Positive,Apple MacBook AIR Apple M1
"The camera quality is ok but not the best, little grainy.",camera,Neutral,Apple MacBook AIR Apple M1
But the camera is extremely grainy and unfocused.,camera,Negative,Apple MacBook AIR Apple M1
"Update the camera somehow got better after a few days of use, I have no idea what happened.",camera,Negative,Apple MacBook AIR Apple M1
Love this laptop best purchase yet Screen quality is amazing battery lasts forever and camera quality is great,battery,Positive,Apple MacBook AIR Apple M1
Love this laptop best purchase yet Screen quality is amazing battery lasts forever and camera quality is great,camera,Positive,Apple MacBook AIR Apple M1
I was happily surprised to see how good the battery life was compared to my other computers,battery,Positive,Apple MacBook AIR Apple M1
The battery life is excellent.,battery,Positive,Apple MacBook AIR Apple M1
Without any additional word Id say that MBA M1 is the best 2020 device with phenomenal battery life,battery,Positive,Apple MacBook AIR Apple M1
"Perfect size, lightweight, long battery life.",battery,Positive,Apple MacBook AIR Apple M1
Absolutely love it Came on time battery life is good,battery,Positive,Apple MacBook AIR Apple M1
have had it a couple months and its fast battery lasts insanely long.,battery,Negative,Apple MacBook AIR Apple M1
Price was another reason I bought it on Amazon.,price,Neutral,Apple MacBook AIR Apple M1
"Great battery life, and accomplishes everything I need done.",battery,Positive,Apple MacBook AIR Apple M1
Absolutely perfect Amazing price and super good quality,price,Positive,Apple MacBook AIR Apple M1
Excellent battery life I love everything about this MacBook.,battery,Positive,Apple MacBook AIR Apple M1
The only let down was the camera quality.,camera,Positive,Apple MacBook AIR Apple M1
The battery is amazing,battery,Positive,Apple MacBook AIR Apple M1
"Amazon battery life, very fast, simple to use.",battery,Positive,Apple MacBook AIR Apple M1
"Not sure what Apple is going with their products, but what the hell is wrong with their screen and camera qualityHowever, my first MACBOOK, battery charging AWESOME and FAST, battery life IMPECABLE, efficiency GREAT.STARTUP SUPER SLOW",battery,Neutral,Apple MacBook AIR Apple M1
"Not sure what Apple is going with their products, but what the hell is wrong with their screen and camera qualityHowever, my first MACBOOK, battery charging AWESOME and FAST, battery life IMPECABLE, efficiency GREAT.STARTUP SUPER SLOW",camera,Neutral,Apple MacBook AIR Apple M1
"The camera is not what I was expecting but besides that, awesome",camera,Positive,Apple MacBook AIR Apple M1
"The battery life is awesome, just one charged in a day in case you use it for demanding tasks.",battery,Positive,Apple MacBook AIR Apple M1
"Powerful, thinning and the battery autonomy is marvelous.",battery,Positive,Apple MacBook AIR Apple M1
"iOS Computer is very fast, easy to use, battery is great.",battery,Positive,Apple MacBook AIR Apple M1
For me it is the best MacBook with a fair price that exists on the market,price,Positive,Apple MacBook AIR Apple M1
I am just VERY disappointed in the camera no improvement from Apple at all.,camera,Negative,Apple MacBook AIR Apple M1
Excellent product quality for the price paid,price,Positive,Apple MacBook AIR Apple M1
UPDATE the battery is not dead the motherboard is.,battery,Negative,Apple MacBook AIR Apple M1
The computer worked fine for 14 months and then the battery died.,battery,Negative,Apple MacBook AIR Apple M1
Love the build quality and simplicity.,build quality,Positive,Apple MacBook AIR Apple M1
"The camera is not HD, that camera is very bad.",camera,Negative,Apple MacBook AIR Apple M1
"Great price, great product",price,Positive,Apple MacBook AIR Apple M1
very happy with the new M1 chip Best Mac for the price.,price,Positive,Apple MacBook AIR Apple M1
Long battery life.,battery,Positive,Apple MacBook AIR Apple M1
"Beautiful color and lovely MacBook, super long battery life",battery,Positive,Apple MacBook AIR Apple M1
Camera quality bery nice.,camera,Positive,Apple MacBook AIR Apple M1
Especially for the price,price,Positive,Apple MacBook AIR Apple M1
Great battery life,battery,Positive,Apple MacBook AIR Apple M1
Amazing battery life.,battery,Positive,Apple MacBook AIR Apple M1
I love it.have not used camera yet.very fast,camera,Positive,Apple MacBook AIR Apple M1
"The camera sucks, its really blurry.",camera,Negative,Apple MacBook AIR Apple M1
Love the display and keyboard.,display,Positive,Apple MacBook AIR Apple M1
I end up restarting sometimes just to get software booted up and documents retrieved from iCloud.,software,Neutral,Apple MacBook AIR Apple M1
Battery life is amazing,battery,Positive,Apple MacBook AIR Apple M1
"Long lasting battery, camera can be better, ultra portatil",battery,Positive,Apple MacBook AIR Apple M1
"Long lasting battery, camera can be better, ultra portatil",camera,Positive,Apple MacBook AIR Apple M1
Great computer very fast long lasting battery verily high quality,battery,Positive,Apple MacBook AIR Apple M1
Camera quality,camera,Positive,Apple MacBook AIR Apple M1
"Great Product, Great Price",price,Positive,Apple MacBook AIR Apple M1
Excellent performance and long battery life,battery,Positive,Apple MacBook AIR Apple M1
Excellent performance and long battery life,performance,Positive,Apple MacBook AIR Apple M1
Just amazing on a new chip with the battery life,battery,Positive,Apple MacBook AIR Apple M1
Awesome display and super fast,display,Positive,Apple MacBook AIR Apple M1
The camera is so poor that I have to drag an old Logitech 720.,camera,Negative,Apple MacBook AIR Apple M1
"Liked performance, battery life, fanless design",battery,Positive,Apple MacBook AIR Apple M1
"Liked performance, battery life, fanless design",performance,Positive,Apple MacBook AIR Apple M1
"my refund seems to be taking a while, and it looks like the prices just went up on top of it.",price,Negative,Apple MacBook AIR Apple M1
Def going to get the apple care plan which also looks like it went up in price from like 2 days ago,price,Negative,Apple MacBook AIR Apple M1
Great performance,performance,Positive,Apple MacBook AIR Apple M1
Very good performance in general,performance,Positive,Apple MacBook AIR Apple M1
"Im doing the 3hour software update now to hopefully fix the problem, but I highly recommend purchasing a different computer.",software,Positive,Apple MacBook AIR Apple M1
This machine is NOT powerful enough to run design software and Google Chrome at the same time.,software,Negative,Apple MacBook AIR Apple M1
My son is a software engineer for a San Francisco Social media company and he thinks that this new processing chip being used by Apple is problematic.,software,Negative,Apple MacBook AIR Apple M1
Impossible to use the camera.,camera,Negative,Apple MacBook AIR Apple M1
Had to purchase and external camera.,camera,Negative,Apple MacBook AIR Apple M1
Bought a battery from Apple and it still wont turn in Such a waste of money for something I cant even use.,battery,Negative,Apple MacBook AIR Apple M1
I decided to look at the battery cycle count and it read 14.,battery,Negative,Apple MacBook AIR Apple M1
Will NOT support Apples 2011 THunderbolt 27 Display.,display,Negative,Apple MacBook AIR Apple M1
I only stick with it because of a software I need.,software,Neutral,Apple MacBook AIR Apple M1
"Yet, this laptop, more advanced in every other way than pretty much any Windows laptop in its price range, only supports a single external monitor.",price,Neutral,Apple MacBook AIR Apple M1
"not a issue, you can see it in the pic. came with a new charger, and charging block, battery health is at 100, which is a plus.",battery,Positive,Apple MacBook AIR Apple M1
so I was able to get this laptop for a great price Amazon at the time had it for the same price,price,Positive,Apple MacBook AIR Apple M1
Best laptop on earth.great battery perfect design and unbelievably performant.,battery,Positive,Apple MacBook AIR Apple M1
