product,review
iphone11,"Great phone, super performance, u will have all features of i phone 11 pro 1 lesser camera and lack of qhd screen doesn’t matter will save your more thn 30k Rs. Doesn’t makes a difference than i phone 11 pro just 1 camera less could save your money with all i phone 11 pre look. If u want to save more money i strongly recommend for i phone Xr its not so far than 11 just name sake and look. 1 U have wast of money to burn then go for iphone 11 pro2 U want to save money with complete feel of ...READ MORE"
iphone11,Camera 5/5Battery 4.5/5Display 4/5READ MORE
iphone11,Awesome apple product loved the purple pearlREAD MORE
iphone11,Mobile is not getting charge.Mobile cannot be statedREAD MORE
iphone11,Very good phone♥️READ MORE
iphone11,"Android to Ios A13 it's blast performance can be feel, some time lacks in WhatsApp , it's heat frequently at continue use of calling and camera for 5 minutes.. If any one find the solution for heating . kindly add comment in the review...READ MORE"
iphone11,"best mobile i ever used ,best xamera,READ MORE"
iphone11,Overall phone is good but my point is as per feature wise if you compare then it's over priced. Camera is normal. The maximum retail cost on this phone is sixty four thousand nine hundred and flipkart is showing sixty eight thousand three hundred on their website. It's completely misleading information and indirectly cheating with customers. Be aware guys.READ MORE
iphone11,2nd picture describes its night mode with out using flash light the place was totally darkREAD MORE
iphone11,Lov it best phone in this range highly recommended pls buy the performance of phone is awesomeCamera quality awesomeREAD MORE
iphone11,GoodREAD MORE
iphone11,I was an android user till I bought this phone last week.. I was a samsung s series user till now.. and I find this phone absolutely silly.. I don't see any drastic improvement in camera quality.. the video is good.. but it's just slightly better than my S10.. it is not as good as my wife's s20 in terms of stabilisation.. the UI is fluid but then my S10 was also very fluid.. I miss a lot of the features that my samsung phone had.. the accessories are expensive for iphone.. it doesn't even com...READ MORE
iphone11,Nice value for money phoneREAD MORE
iphone11,Fabulous great performance A good promotion from x to 11 😁❤️READ MORE
iphone11,Absolute Phone 📱READ MORE
iphone11,"Everybody is talking about pros of this phone let me share the negatives.1. Charging this phone takes lifetime. it took my phone 2 hrs to reach from 21% to 74%. 2. Almost same specs design and built quality as XR3. Product Red is basically Lipstick Red, totally different from XR.4. I would rate 0 of 10 in the area of innovation. There is nothing new other than IOS 13 which is full of BUGS. 5. It very heavy around 200 gms and gets heavier if you add cases and covers.READ MORE"
iphone11,Best phone ur money can get specially if u want top specs in this pricesREAD MORE
iphone11,Its an very shameful thought from apple who does not give and earphone and adapter....they think we are more focused on global warming...but the reality is they are not more attractive towards new user ....its too much expensive when u buy an extra adapter and earphone....so let them know how people were unsatisfied from apple....😡😡READ MORE
iphone11,I love the camera ❤️READ MORE
iphone11,This is very osm phone i have upgraded from redmi to I phone 11READ MORE
iphone11,Heating problem 😞READ MORE
iphone11,Display quality very badREAD MORE
iphone11,Wow amazing 😮READ MORE
iphone11,Wrost experience phone is getting very heated while charging and after using 15 mins it is automatically getting very heat I never expected this from flipcartREAD MORE
iphone11,A perfect camera phoneREAD MORE
iphone11,GoodREAD MORE
iphone11,super mobileREAD MORE
iphone11,Got if for 43000/- I Flipkart. In market it was 49000/-. Thanks Flipkart.READ MORE
iphone11,NiceREAD MORE
iphone11,"NICE, Could have been better if Charger & earphones had also been bundled as there as many 1st time users who migrate to iPhone from Android. Charger socket is a must.READ MORE"
iphone11,1.Excellent camera with moderate battery backup and display 2.feeling bit heavy in weight3. Front cam is 4K in video but image clarity in night mode is not good4. Finally compared to Any android phone this is very goodREAD MORE
iphone11,its really nice phone ever i had.any way i have never used iphone before.i am loving it.thank you flipkart for delivery one day before.READ MORE
iphone11,awesome just awesome..... first iphone can't express my feelings and happiness..... got it delivered in 2 days to Jamshedpur.... thankyou team Flipkart 🤗😍🤩🥰READ MORE
iphone11,black beauty with great performance.READ MORE
iphone11,Nice but battery capacity is very lowREAD MORE
iphone11,Very good phone. value for money. camera quality is awesome.READ MORE
iphone11,WorthREAD MORE
iphone11,Value for moneyREAD MORE
iphone11,One of the best phone in india. I  love this phone thanku papa ❤️❤️READ MORE
iphone11,Just one word awesome go for it guy’s you will not regret itCons: only one the display quality at this price point but it better than any full hd+ displayREAD MORE
iphone11,Beautiful 😍 phone in this worldREAD MORE
iphone11,AmazingREAD MORE
iphone11,Its amazing phone i ever seenREAD MORE
iphone11,SuperbREAD MORE
iphone11,Delivery So fast ... i am very Happy with my iPhone.. performance is unbelievable...    Thank You Flipkart..READ MORE
iphone11,First time apple user. fulfilled my expectations 😍😍😍😍 PUBG loaded in 6 to 10 seconds😋 camera is best.READ MORE
iphone11,"2nd iPhone after iPhone 6 and upgrade from Google Pixel. Simply this is the best phone I have ever had in all aspects. iOS is unbeatable as compared to Android, and Pixel can not compete with this beast at all. Blind Buy... 😁😆 Fully enjoying it.. 🥰🥰😍READ MORE"
iphone11,Very very good excellent thank you for FlipkartREAD MORE
iphone11,Awesome Device thanks aapplee for this great deviceREAD MORE
iphone11,"After heavy usage of 1 day🤗Camera:- very good, need to improve front cam a little bit found some disturbance while zoom in to a photoBattery:- not the best but still better than other iPhones i can use it for a full day without any issues (screen time- 5hr 30min)Display:- no worries with the display u can see the screen without any issues during day timePerformance:- its a absolute gem in this segment, no lags !! Charging:- doesn’t provide any charger jn the box bought a 20W charger it ...READ MORE"
iphone11,Phone is very good but air pod and charger not availableREAD MORE
iphone11,Very nice phoneREAD MORE
iphone11,everything is good about this phone however at 60k customer expect oled display which is lack in this phone.READ MORE
iphone11,"Wow, super speed delivery, and i love the product so much... Despite of no stocks in stores and other e-commerce sites, I ordered through Flipkart and i got the delivery next day itself.. 5 stars to Flipkart..READ MORE"
iphone11,Battery drain quality not good new phone just few days used les than 5 dayREAD MORE
iphone11,buy this product u will never regret... feel h boss😋READ MORE
iphone11,"I got this phone on 20 this month. It has not even been 10 days and it has started hanging so much. I am sure they sent a faulty piece and now Flipkart is not even helping me at all. I would suggest NOT TO BUY any product from such unreliable website. After spending so much money, I am stuck with a phone whose touch is already not working.READ MORE"
iphone11,Writing this review after 1 year of usageWhen  Looking at the perfomance i feel it much more better than android.but the battery drains faster due to low maH…If u are a guy who donot need to download any third party apps then you can go for it.(from google chrome or safari you cant downlod unauthorized apps).READ MORE
iphone11,Nices go for itREAD MORE
iphone11,Perfect phone Happy with performance.READ MORE
